storm_id,timestamp,lat,lon,wind_kmh,year
STORM_003,2020-05-04 03:00,23.28,84.61,38.8,2020
STORM_003,2020-05-04 06:00,23.62,84.4,35.3,2020
STORM_003,2020-05-04 09:00,23.95,84.02,32.9,2020
STORM_003,2020-05-04 12:00,24.32,83.89,30.3,2020
STORM_003,2020-05-04 15:00,24.67,83.66,25.4,2020
STORM_004,2020-05-01 00:00,12.24,93.39,49.5,2020
STORM_004,2020-05-01 03:00,12.52,93.13,53.1,2020
STORM_004,2020-05-01 06:00,12.91,92.92,56.1,2020
STORM_004,2020-05-01 09:00,13.21,92.54,58.5,2020
STORM_004,2020-05-01 12:00,13.64,92.4,61.5,2020
STORM_004,2020-05-01 15:00,13.92,92.17,66.2,2020
STORM_004,2020-05-01 18:00,14.29,91.8,69.3,2020
STORM_004,2020-05-01 21:00,14.67,91.7,70.6,2020
STORM_004,2020-05-02 00:00,14.96,91.3,76.3,2020
STORM_004,2020-05-02 03:00,15.24,91.11,77.1,2020
STORM_004,2020-05-02 06:00,15.75,90.83,81.1,2020
STORM_004,2020-05-02 09:00,16.09,90.6,84.5,2020
STORM_004,2020-05-02 12:00,16.4,90.36,85.2,2020
STORM_004,2020-05-02 15:00,16.71,90.14,85.0,2020
STORM_004,2020-05-02 18:00,17.01,89.97,78.8,2020
STORM_004,2020-05-02 21:00,17.43,89.7,76.0,2020
STORM_004,2020-05-03 00:00,17.81,89.38,74.5,2020
STORM_004,2020-05-03 03:00,18.06,89.04,72.4,2020
STORM_004,2020-05-03 06:00,18.52,88.89,69.7,2020
STORM_004,2020-05-03 09:00,18.91,88.55,65.6,2020
STORM_004,2020-05-03 12:00,19.2,88.32,61.9,2020
STORM_004,2020-05-03 15:00,19.53,88.09,61.1,2020
STORM_004,2020-05-03 18:00,19.94,87.76,56.8,2020
STORM_004,2020-05-03 21:00,20.26,87.63,53.6,2020
STORM_004,2020-05-04 00:00,20.62,87.38,50.7,2020
STORM_004,2020-05-04 03:00,20.95,87.14,48.3,2020
STORM_004,2020-05-04 06:00,21.32,86.92,43.4,2020
STORM_004,2020-05-04 09:00,21.63,86.59,39.1,2020
STORM_004,2020-05-04 12:00,22.02,86.41,39.5,2020
STORM_004,2020-05-04 15:00,22.39,86.02,35.3,2020
STORM_005,2020-05-01 00:00,12.38,88.21,42.2,2020
STORM_005,2020-05-01 03:00,12.68,87.82,44.3,2020
STORM_005,2020-05-01 06:00,13.04,87.68,47.2,2020
STORM_005,2020-05-01 09:00,13.48,87.4,52.7,2020
STORM_005,2020-05-01 12:00,13.78,87.14,55.6,2020
STORM_005,2020-05-01 15:00,14.11,86.94,57.5,2020
STORM_005,2020-05-01 18:00,14.43,86.72,61.8,2020
STORM_005,2020-05-01 21:00,14.76,86.4,63.5,2020
STORM_005,2020-05-02 00:00,15.09,86.2,66.4,2020
STORM_005,2020-05-02 03:00,15.49,85.87,70.3,2020
STORM_005,2020-05-02 06:00,15.84,85.64,72.4,2020
STORM_005,2020-05-02 09:00,16.15,85.3,76.5,2020
STORM_005,2020-05-02 12:00,16.59,85.15,77.9,2020
STORM_005,2020-05-02 15:00,16.89,84.85,76.7,2020
STORM_005,2020-05-02 18:00,17.34,84.64,74.8,2020
STORM_005,2020-05-02 21:00,17.64,84.41,68.7,2020
STORM_005,2020-05-03 00:00,18.04,84.18,67.6,2020
STORM_005,2020-05-03 03:00,18.28,83.94,62.6,2020
STORM_005,2020-05-03 06:00,18.73,83.62,60.5,2020
STORM_005,2020-05-03 09:00,19.04,83.4,58.0,2020
STORM_005,2020-05-03 12:00,19.49,83.16,55.8,2020
STORM_005,2020-05-03 15:00,19.59,82.95,50.5,2020
STORM_005,2020-05-03 18:00,19.98,82.62,49.6,2020
STORM_005,2020-05-03 21:00,20.42,82.44,47.3,2020
STORM_005,2020-05-04 00:00,20.71,82.17,44.2,2020
STORM_005,2020-05-04 03:00,21.12,81.91,40.9,2020
STORM_005,2020-05-04 06:00,21.44,81.67,37.6,2020
STORM_005,2020-05-04 09:00,21.88,81.36,34.1,2020
STORM_005,2020-05-04 12:00,22.15,81.15,31.8,2020
STORM_005,2020-05-04 15:00,22.55,80.92,28.2,2020
STORM_006,2020-05-01 00:00,8.46,89.42,40.6,2020
STORM_006,2020-05-01 03:00,8.74,89.04,43.4,2020
STORM_006,2020-05-01 06:00,9.27,88.9,47.5,2020
STORM_006,2020-05-01 09:00,9.63,88.59,48.6,2020
STORM_006,2020-05-01 12:00,10.05,88.39,51.8,2020
STORM_006,2020-05-01 15:00,10.29,88.14,56.3,2020
STORM_006,2020-05-01 18:00,10.48,87.84,57.7,2020
STORM_006,2020-05-01 21:00,10.96,87.64,61.4,2020
STORM_006,2020-05-02 00:00,11.37,87.38,64.9,2020
STORM_006,2020-05-02 03:00,11.75,87.05,69.3,2020
STORM_006,2020-05-02 06:00,12.06,86.79,69.2,2020
STORM_006,2020-05-02 09:00,12.26,86.57,73.2,2020
STORM_006,2020-05-02 12:00,12.72,86.47,77.7,2020
STORM_006,2020-05-02 15:00,13.06,86.18,73.4,2020
STORM_006,2020-05-02 18:00,13.37,85.78,70.6,2020
STORM_006,2020-05-02 21:00,13.78,85.51,66.9,2020
STORM_006,2020-05-03 00:00,14.05,85.26,63.9,2020
STORM_006,2020-05-03 03:00,14.44,85.09,60.2,2020
STORM_006,2020-05-03 06:00,14.83,84.75,58.3,2020
STORM_006,2020-05-03 09:00,15.16,84.52,53.7,2020
STORM_006,2020-05-03 12:00,15.42,84.39,52.5,2020
STORM_006,2020-05-03 15:00,15.93,84.18,48.7,2020
STORM_006,2020-05-03 18:00,16.26,83.88,47.1,2020
STORM_006,2020-05-03 21:00,16.64,83.59,43.6,2020
STORM_006,2020-05-04 00:00,16.94,83.33,40.5,2020
STORM_006,2020-05-04 03:00,17.28,83.18,40.6,2020
STORM_006,2020-05-04 06:00,17.62,82.84,34.5,2020
STORM_006,2020-05-04 09:00,17.97,82.59,30.4,2020
STORM_006,2020-05-04 12:00,18.41,82.35,29.1,2020
STORM_006,2020-05-04 15:00,18.69,82.08,24.4,2020
STORM_007,2020-05-01 00:00,12.7,94.04,48.7,2020
STORM_007,2020-05-01 03:00,13.07,93.76,51.2,2020
STORM_007,2020-05-01 06:00,13.36,93.47,55.6,2020
STORM_007,2020-05-01 09:00,13.78,93.23,57.9,2020
STORM_007,2020-05-01 12:00,14.14,92.91,58.7,2020
STORM_007,2020-05-01 15:00,14.44,92.7,61.9,2020
STORM_007,2020-05-01 18:00,14.81,92.38,64.8,2020
STORM_007,2020-05-01 21:00,15.23,92.27,68.9,2020
STORM_007,2020-05-02 00:00,15.62,91.99,71.1,2020
STORM_007,2020-05-02 03:00,15.82,91.77,73.2,2020
STORM_007,2020-05-02 06:00,16.24,91.41,74.8,2020
STORM_007,2020-05-02 09:00,16.57,91.18,81.2,2020
STORM_007,2020-05-02 12:00,16.89,90.96,83.5,2020
STORM_007,2020-05-02 15:00,17.3,90.7,81.8,2020
STORM_007,2020-05-02 18:00,17.57,90.48,75.5,2020
STORM_007,2020-05-02 21:00,18.02,90.28,75.8,2020
STORM_007,2020-05-03 00:00,18.27,89.98,70.5,2020
STORM_007,2020-05-03 03:00,18.63,89.76,68.8,2020
STORM_007,2020-05-03 06:00,18.97,89.51,65.3,2020
STORM_007,2020-05-03 09:00,19.41,89.18,65.5,2020
STORM_007,2020-05-03 12:00,19.86,88.94,59.3,2020
STORM_007,2020-05-03 15:00,20.03,88.81,56.6,2020
STORM_007,2020-05-03 18:00,20.41,88.56,52.9,2020
STORM_007,2020-05-03 21:00,20.83,88.16,50.1,2020
STORM_007,2020-05-04 00:00,21.12,87.93,47.3,2020
STORM_007,2020-05-04 03:00,21.35,87.64,45.1,2020
STORM_007,2020-05-04 06:00,21.83,87.51,41.6,2020
STORM_007,2020-05-04 09:00,22.24,87.23,38.1,2020
STORM_007,2020-05-04 12:00,22.44,86.96,36.0,2020
STORM_007,2020-05-04 15:00,22.88,86.81,30.4,2020
STORM_008,2020-05-01 00:00,15.06,91.32,45.3,2020
STORM_008,2020-05-01 03:00,15.37,91.04,48.2,2020
STORM_008,2020-05-01 06:00,15.8,90.77,51.6,2020
STORM_008,2020-05-01 09:00,16.2,90.59,52.5,2020
STORM_008,2020-05-01 12:00,16.47,90.28,58.3,2020
STORM_008,2020-05-01 15:00,16.84,90.06,60.9,2020
STORM_008,2020-05-01 18:00,17.16,89.88,63.0,2020
STORM_008,2020-05-01 21:00,17.54,89.57,68.5,2020
STORM_008,2020-05-02 00:00,17.95,89.33,70.7,2020
STORM_008,2020-05-02 03:00,18.21,89.08,72.5,2020
STORM_008,2020-05-02 06:00,18.57,88.84,77.4,2020
STORM_008,2020-05-02 09:00,18.84,88.6,79.5,2020
STORM_008,2020-05-02 12:00,19.23,88.32,82.1,2020
STORM_008,2020-05-02 15:00,19.56,88.18,79.4,2020
STORM_008,2020-05-02 18:00,19.86,87.89,76.5,2020
STORM_008,2020-05-02 21:00,20.3,87.56,73.3,2020
STORM_008,2020-05-03 00:00,20.64,87.34,68.7,2020
STORM_008,2020-05-03 03:00,21.03,87.08,66.7,2020
STORM_008,2020-05-03 06:00,21.3,86.9,63.0,2020
STORM_008,2020-05-03 09:00,21.63,86.61,62.8,2020
STORM_008,2020-05-03 12:00,22.05,86.39,58.4,2020
STORM_008,2020-05-03 15:00,22.47,86.09,55.0,2020
STORM_008,2020-05-03 18:00,22.77,85.72,52.1,2020
STORM_008,2020-05-03 21:00,23.09,85.54,50.0,2020
STORM_008,2020-05-04 00:00,23.48,85.27,46.2,2020
STORM_008,2020-05-04 03:00,23.94,85.09,43.0,2020
STORM_008,2020-05-04 06:00,24.25,84.7,40.2,2020
STORM_008,2020-05-04 09:00,24.52,84.55,37.8,2020
STORM_008,2020-05-04 12:00,24.79,84.31,32.2,2020
STORM_008,2020-05-04 15:00,25.28,84.12,31.3,2020
STORM_009,2020-05-01 00:00,11.79,91.54,55.5,2020
STORM_009,2020-05-01 03:00,12.11,91.25,59.1,2020
STORM_009,2020-05-01 06:00,12.37,91.05,62.2,2020
STORM_009,2020-05-01 09:00,12.84,90.74,65.3,2020
STORM_009,2020-05-01 12:00,13.12,90.57,67.0,2020
STORM_009,2020-05-01 15:00,13.36,90.29,71.3,2020
STORM_009,2020-05-01 18:00,13.82,90.02,75.2,2020
STORM_009,2020-05-01 21:00,14.18,89.76,77.0,2020
STORM_009,2020-05-02 00:00,14.44,89.45,79.5,2020
STORM_009,2020-05-02 03:00,14.87,89.2,83.6,2020
STORM_009,2020-05-02 06:00,15.19,88.94,86.0,2020
STORM_009,2020-05-02 09:00,15.57,88.8,88.4,2020
STORM_009,2020-05-02 12:00,15.9,88.54,91.4,2020
STORM_009,2020-05-02 15:00,16.25,88.31,87.2,2020
STORM_009,2020-05-02 18:00,16.59,88.03,83.4,2020
STORM_009,2020-05-02 21:00,17.0,87.81,82.5,2020
STORM_009,2020-05-03 00:00,17.26,87.47,80.0,2020
STORM_009,2020-05-03 03:00,17.77,87.28,76.1,2020
STORM_009,2020-05-03 06:00,17.99,87.13,74.6,2020
STORM_009,2020-05-03 09:00,18.33,86.69,71.3,2020
STORM_009,2020-05-03 12:00,18.62,86.43,67.8,2020
STORM_009,2020-05-03 15:00,19.1,86.21,63.8,2020
STORM_009,2020-05-03 18:00,19.48,85.99,61.0,2020
STORM_009,2020-05-03 21:00,19.75,85.74,59.8,2020
STORM_009,2020-05-04 00:00,20.13,85.51,57.2,2020
STORM_009,2020-05-04 03:00,20.48,85.27,52.3,2020
STORM_009,2020-05-04 06:00,20.78,84.96,48.3,2020
STORM_009,2020-05-04 09:00,21.18,84.7,46.2,2020
STORM_009,2020-05-04 12:00,21.49,84.46,42.4,2020
STORM_009,2020-05-04 15:00,21.91,84.23,41.2,2020
STORM_010,2020-05-01 00:00,9.09,90.92,47.1,2020
STORM_010,2020-05-01 03:00,9.57,90.7,49.5,2020
STORM_010,2020-05-01 06:00,9.99,90.47,53.6,2020
STORM_010,2020-05-01 09:00,10.27,90.24,54.8,2020
STORM_010,2020-05-01 12:00,10.56,89.97,57.0,2020
STORM_010,2020-05-01 15:00,10.91,89.61,62.8,2020
STORM_010,2020-05-01 18:00,11.28,89.49,64.5,2020
STORM_010,2020-05-01 21:00,11.67,89.33,66.5,2020
STORM_010,2020-05-02 00:00,12.07,89.03,69.6,2020
STORM_010,2020-05-02 03:00,12.32,88.77,74.5,2020
STORM_010,2020-05-02 06:00,12.69,88.46,77.7,2020
STORM_010,2020-05-02 09:00,13.15,88.23,80.5,2020
STORM_010,2020-05-02 12:00,13.42,88.06,83.9,2020
STORM_010,2020-05-02 15:00,13.88,87.73,80.7,2020
STORM_010,2020-05-02 18:00,14.12,87.42,77.7,2020
STORM_010,2020-05-02 21:00,14.43,87.16,74.5,2020
STORM_010,2020-05-03 00:00,14.85,86.97,70.2,2020
STORM_010,2020-05-03 03:00,15.16,86.63,67.3,2020
STORM_010,2020-05-03 06:00,15.57,86.45,65.4,2020
STORM_010,2020-05-03 09:00,15.86,86.14,61.0,2020
STORM_010,2020-05-03 12:00,16.21,86.01,58.6,2020
STORM_010,2020-05-03 15:00,16.61,85.71,54.8,2020
STORM_010,2020-05-03 18:00,16.94,85.4,51.8,2020
STORM_010,2020-05-03 21:00,17.26,85.29,49.0,2020
STORM_010,2020-05-04 00:00,17.71,84.93,45.0,2020
STORM_010,2020-05-04 03:00,17.85,84.73,44.9,2020
STORM_010,2020-05-04 06:00,18.39,84.47,41.4,2020
STORM_010,2020-05-04 09:00,18.63,84.25,38.0,2020
STORM_010,2020-05-04 12:00,19.09,83.92,33.9,2020
STORM_010,2020-05-04 15:00,19.44,83.66,30.2,2020
STORM_011,2020-05-01 00:00,8.1,93.47,54.2,2020
STORM_011,2020-05-01 03:00,8.43,93.13,58.8,2020
STORM_011,2020-05-01 06:00,8.77,93.01,61.2,2020
STORM_011,2020-05-01 09:00,9.05,92.77,64.8,2020
STORM_011,2020-05-01 12:00,9.44,92.48,67.7,2020
STORM_011,2020-05-01 15:00,9.74,92.26,70.2,2020
STORM_011,2020-05-01 18:00,10.08,92.02,73.8,2020
STORM_011,2020-05-01 21:00,10.52,91.78,75.7,2020
STORM_011,2020-05-02 00:00,10.82,91.41,77.9,2020
STORM_011,2020-05-02 03:00,11.23,91.31,82.4,2020
STORM_011,2020-05-02 06:00,11.58,90.89,85.4,2020
STORM_011,2020-05-02 09:00,11.83,90.68,87.3,2020
STORM_011,2020-05-02 12:00,12.16,90.55,91.3,2020
STORM_011,2020-05-02 15:00,12.62,90.19,89.0,2020
STORM_011,2020-05-02 18:00,12.9,89.96,87.1,2020
STORM_011,2020-05-02 21:00,13.32,89.59,82.3,2020
STORM_011,2020-05-03 00:00,13.65,89.44,77.5,2020
STORM_011,2020-05-03 03:00,13.99,89.18,74.4,2020
STORM_011,2020-05-03 06:00,14.31,89.0,72.9,2020
STORM_011,2020-05-03 09:00,14.67,88.68,70.5,2020
STORM_011,2020-05-03 12:00,14.99,88.44,66.3,2020
STORM_011,2020-05-03 15:00,15.32,88.18,63.3,2020
STORM_011,2020-05-03 18:00,15.82,87.96,59.4,2020
STORM_011,2020-05-03 21:00,16.06,87.73,58.9,2020
STORM_011,2020-05-04 00:00,16.45,87.43,54.6,2020
STORM_011,2020-05-04 03:00,16.66,87.25,52.6,2020
STORM_011,2020-05-04 06:00,17.25,86.94,50.0,2020
STORM_011,2020-05-04 09:00,17.42,86.72,45.1,2020
STORM_011,2020-05-04 12:00,17.81,86.52,44.7,2020
STORM_011,2020-05-04 15:00,18.19,86.34,39.7,2020
STORM_012,2020-05-01 00:00,10.87,90.66,57.9,2020
STORM_012,2020-05-01 03:00,11.11,90.39,64.4,2020
STORM_012,2020-05-01 06:00,11.47,90.04,66.0,2020
STORM_012,2020-05-01 09:00,11.87,89.87,67.1,2020
STORM_012,2020-05-01 12:00,12.09,89.64,72.5,2020
STORM_012,2020-05-01 15:00,12.44,89.41,75.1,2020
STORM_012,2020-05-01 18:00,12.94,89.1,76.5,2020
STORM_012,2020-05-01 21:00,13.33,88.93,81.3,2020
STORM_012,2020-05-02 00:00,13.6,88.55,82.5,2020
STORM_012,2020-05-02 03:00,13.97,88.38,87.8,2020
STORM_012,2020-05-02 06:00,14.31,88.14,90.5,2020
STORM_012,2020-05-02 09:00,14.63,87.9,94.8,2020
STORM_012,2020-05-02 12:00,15.02,87.68,95.4,2020
STORM_012,2020-05-02 15:00,15.36,87.44,91.9,2020
STORM_012,2020-05-02 18:00,15.69,87.08,88.6,2020
STORM_012,2020-05-02 21:00,16.04,86.91,87.3,2020
STORM_012,2020-05-03 00:00,16.43,86.65,84.5,2020
STORM_012,2020-05-03 03:00,16.68,86.38,80.2,2020
STORM_012,2020-05-03 06:00,17.07,86.18,77.2,2020
STORM_012,2020-05-03 09:00,17.42,85.89,75.7,2020
STORM_012,2020-05-03 12:00,17.82,85.58,73.1,2020
STORM_012,2020-05-03 15:00,18.15,85.42,69.6,2020
STORM_012,2020-05-03 18:00,18.55,85.12,66.8,2020
STORM_012,2020-05-03 21:00,18.94,84.9,63.3,2020
STORM_012,2020-05-04 00:00,19.27,84.57,58.3,2020
STORM_012,2020-05-04 03:00,19.6,84.49,57.7,2020
STORM_012,2020-05-04 06:00,19.9,84.19,53.2,2020
STORM_012,2020-05-04 09:00,20.25,83.85,49.7,2020
STORM_012,2020-05-04 12:00,20.62,83.7,47.9,2020
STORM_012,2020-05-04 15:00,20.88,83.46,44.9,2020
STORM_013,2020-05-01 00:00,10.16,92.19,40.7,2020
STORM_013,2020-05-01 03:00,10.45,92.0,45.0,2020
STORM_013,2020-05-01 06:00,10.87,91.73,48.1,2020
STORM_013,2020-05-01 09:00,11.14,91.55,51.0,2020
STORM_013,2020-05-01 12:00,11.62,91.2,54.5,2020
STORM_013,2020-05-01 15:00,11.87,90.96,57.3,2020
STORM_013,2020-05-01 18:00,12.18,90.74,60.1,2020
STORM_013,2020-05-01 21:00,12.54,90.59,64.2,2020
STORM_013,2020-05-02 00:00,12.85,90.17,67.6,2020
STORM_013,2020-05-02 03:00,13.34,89.9,69.8,2020
STORM_013,2020-05-02 06:00,13.6,89.75,72.5,2020
STORM_013,2020-05-02 09:00,13.95,89.49,75.6,2020
STORM_013,2020-05-02 12:00,14.4,89.3,76.5,2020
STORM_013,2020-05-02 15:00,14.58,89.07,76.7,2020
STORM_013,2020-05-02 18:00,14.91,88.68,71.7,2020
STORM_013,2020-05-02 21:00,15.47,88.49,66.6,2020
STORM_013,2020-05-03 00:00,15.73,88.25,65.2,2020
STORM_013,2020-05-03 03:00,16.08,88.01,63.3,2020
STORM_013,2020-05-03 06:00,16.53,87.77,61.3,2020
STORM_013,2020-05-03 09:00,16.69,87.55,57.5,2020
STORM_013,2020-05-03 12:00,17.17,87.18,54.5,2020
STORM_013,2020-05-03 15:00,17.5,86.93,50.7,2020
STORM_013,2020-05-03 18:00,17.9,86.77,47.4,2020
STORM_013,2020-05-03 21:00,18.21,86.48,43.9,2020
STORM_013,2020-05-04 00:00,18.55,86.27,42.4,2020
STORM_013,2020-05-04 03:00,18.88,85.97,39.4,2020
STORM_013,2020-05-04 06:00,19.19,85.69,35.4,2020
STORM_013,2020-05-04 09:00,19.68,85.56,34.1,2020
STORM_013,2020-05-04 12:00,19.97,85.27,28.8,2020
STORM_013,2020-05-04 15:00,20.35,85.1,27.5,2020
STORM_014,2020-05-01 00:00,8.67,92.4,48.6,2020
STORM_014,2020-05-01 03:00,9.1,92.27,52.1,2020
STORM_014,2020-05-01 06:00,9.43,91.98,55.8,2020
STORM_014,2020-05-01 09:00,9.71,91.76,59.1,2020
STORM_014,2020-05-01 12:00,10.09,91.57,60.9,2020
STORM_014,2020-05-01 15:00,10.35,91.31,63.5,2020
STORM_014,2020-05-01 18:00,10.73,90.95,67.9,2020
STORM_014,2020-05-01 21:00,11.15,90.79,70.1,2020
STORM_014,2020-05-02 00:00,11.44,90.42,73.7,2020
STORM_014,2020-05-02 03:00,11.84,90.26,76.1,2020
STORM_014,2020-05-02 06:00,12.16,90.02,80.2,2020
STORM_014,2020-05-02 09:00,12.54,89.61,81.6,2020
STORM_014,2020-05-02 12:00,12.86,89.48,85.6,2020
STORM_014,2020-05-02 15:00,13.19,89.21,81.3,2020
STORM_014,2020-05-02 18:00,13.54,88.97,77.7,2020
STORM_014,2020-05-02 21:00,13.93,88.71,75.9,2020
STORM_014,2020-05-03 00:00,14.33,88.5,74.6,2020
STORM_014,2020-05-03 03:00,14.53,88.3,70.6,2020
STORM_014,2020-05-03 06:00,15.0,88.03,65.2,2020
STORM_014,2020-05-03 09:00,15.25,87.76,63.1,2020
STORM_014,2020-05-03 12:00,15.59,87.42,61.2,2020
STORM_014,2020-05-03 15:00,16.03,87.21,57.8,2020
STORM_014,2020-05-03 18:00,16.39,86.99,55.1,2020
STORM_014,2020-05-03 21:00,16.73,86.67,51.7,2020
STORM_014,2020-05-04 00:00,17.11,86.39,48.5,2020
STORM_014,2020-05-04 03:00,17.49,86.24,45.9,2020
STORM_014,2020-05-04 06:00,17.78,86.07,44.4,2020
STORM_014,2020-05-04 09:00,18.12,85.74,42.1,2020
STORM_014,2020-05-04 12:00,18.52,85.6,37.0,2020
STORM_014,2020-05-04 15:00,18.82,85.22,34.8,2020
STORM_015,2020-05-01 00:00,9.83,92.57,40.3,2020
STORM_015,2020-05-01 03:00,10.2,92.44,43.2,2020
STORM_015,2020-05-01 06:00,10.56,92.04,47.1,2020
STORM_015,2020-05-01 09:00,10.97,91.96,50.6,2020
STORM_015,2020-05-01 12:00,11.29,91.6,50.2,2020
STORM_015,2020-05-01 15:00,11.56,91.38,56.4,2020
STORM_015,2020-05-01 18:00,11.94,91.18,58.7,2020
STORM_015,2020-05-01 21:00,12.32,90.89,59.9,2020
STORM_015,2020-05-02 00:00,12.61,90.68,64.7,2020
STORM_015,2020-05-02 03:00,12.95,90.34,67.7,2020
STORM_015,2020-05-02 06:00,13.39,90.13,71.2,2020
STORM_015,2020-05-02 09:00,13.72,89.93,71.6,2020
STORM_015,2020-05-02 12:00,14.03,89.61,76.6,2020
STORM_015,2020-05-02 15:00,14.38,89.41,73.2,2020
STORM_015,2020-05-02 18:00,14.74,89.2,69.5,2020
